Date,Bullish,Neutral,Bearish,BullBearSpread
1997-04-10,26.0000,37.0000,37.0000,-11.0000
1997-04-17,31.0000,41.0000,28.0000,3.0000
1997-04-24,28.0000,40.0000,32.0000,-4.0000
1997-05-01,27.0000,44.0000,29.0000,-2.0000
1997-05-08,30.0000,44.0000,26.0000,4.0000
1997-05-15,41.0000,36.0000,23.0000,18.0000
1997-05-22,40.0000,35.0000,25.0000,15.0000
1997-05-29,40.0000,40.0000,20.0000,20.0000
1997-06-05,52.0000,33.0000,15.0000,37.0000
1997-06-12,49.0000,35.0000,16.0000,33.0000
1997-06-19,59.0000,26.0000,15.0000,44.0000
1997-06-26,52.0000,25.0000,23.0000,29.0000
1997-07-03,45.0000,30.0000,25.0000,20.0000
1997-07-10,49.0000,33.0000,18.0000,31.0000
1997-07-17,54.0000,30.0000,16.0000,38.0000
1997-07-24,53.0000,25.0000,22.0000,31.0000
1997-07-31,48.0000,26.0000,26.0000,22.0000
1997-08-07,49.0000,28.0000,23.0000,26.0000
1997-08-14,49.0000,30.0000,21.0000,28.0000
1997-08-21,47.0000,33.0000,20.0000,27.0000
1997-08-28,50.0000,28.0000,22.0000,28.0000
1997-09-04,37.0000,38.0000,25.0000,12.0000
1997-09-11,42.0000,36.0000,22.0000,20.0000
1997-09-18,40.0000,44.0000,16.0000,24.0000
1997-09-25,39.0000,42.0000,19.0000,20.0000
1997-10-02,38.0000,43.0000,19.0000,19.0000
1997-10-09,43.0000,43.0000,14.0000,29.0000
1997-10-16,43.0000,36.0000,21.0000,22.0000
1997-10-23,40.0000,46.0000,14.0000,26.0000
1997-10-30,41.0000,36.0000,23.0000,18.0000
1997-11-06,38.0000,37.0000,25.0000,13.0000
1997-11-13,45.0000,38.0000,17.0000,28.0000
1997-11-20,40.0000,38.0000,22.0000,18.0000
1997-11-26,40.0000,40.0000,20.0000,20.0000
1997-12-04,49.0000,33.0000,18.0000,31.0000
1997-12-11,46.0000,37.0000,17.0000,29.0000
1997-12-18,40.0000,41.0000,19.0000,21.0000
1997-12-24,41.0000,36.0000,23.0000,18.0000
1997-12-31,34.0000,35.0000,31.0000,3.0000
1998-01-08,42.0000,40.0000,18.0000,24.0000
1998-01-16,38.0000,45.0000,17.0000,21.0000
1998-01-23,31.0000,39.0000,30.0000,1.0000
1998-01-30,38.0000,42.0000,20.0000,18.0000
1998-02-05,30.0000,45.0000,25.0000,5.0000
1998-02-12,45.0000,36.0000,19.0000,26.0000
1998-02-19,42.0000,43.0000,15.0000,27.0000
1998-02-26,53.0000,33.0000,14.0000,39.0000
1998-03-05,53.0000,34.0000,13.0000,40.0000
1998-03-12,44.0000,36.0000,20.0000,24.0000
1998-03-19,40.0000,38.0000,22.0000,18.0000
1998-03-26,45.0000,35.0000,20.0000,25.0000
1998-04-02,46.0000,32.0000,22.0000,24.0000
1998-04-09,41.0000,36.0000,23.0000,18.0000
1998-04-16,53.0000,32.0000,15.0000,38.0000
1998-04-23,40.0000,38.0000,22.0000,18.0000
1998-04-30,44.0000,31.0000,25.0000,19.0000
1998-05-07,43.0000,34.0000,23.0000,20.0000
1998-05-14,33.0000,41.0000,26.0000,7.0000
1998-05-21,38.0000,39.0000,23.0000,15.0000
1998-05-28,34.0000,40.0000,26.0000,8.0000
1998-06-04,25.0000,44.0000,31.0000,-6.0000
1998-06-11,27.0000,49.0000,24.0000,3.0000
1998-06-18,29.0000,38.0000,33.0000,-4.0000
1998-06-25,28.0000,44.0000,28.0000,0.0000
1998-07-02,33.0000,48.0000,19.0000,14.0000
1998-07-09,36.0000,44.0000,20.0000,16.0000
1998-07-16,35.0000,44.0000,21.0000,14.0000
1998-07-23,37.0000,39.0000,24.0000,13.0000
1998-07-30,44.0000,36.0000,20.0000,24.0000
1998-08-06,30.0000,44.0000,26.0000,4.0000
1998-08-13,27.0000,38.0000,35.0000,-8.0000
1998-08-20,25.0000,42.0000,33.0000,-8.0000
1998-08-27,23.0000,32.0000,45.0000,-22.0000
1998-09-03,23.0000,37.0000,40.0000,-17.0000
1998-09-10,29.0000,31.0000,40.0000,-11.0000
1998-09-17,34.0000,35.0000,31.0000,3.0000
1998-09-24,34.0000,38.0000,28.0000,6.0000
1998-10-01,32.0000,35.0000,33.0000,-1.0000
1998-10-08,25.0000,43.0000,32.0000,-7.0000
1998-10-15,25.0000,34.0000,41.0000,-16.0000
1998-10-22,32.0000,35.0000,33.0000,-1.0000
1998-10-29,43.0000,36.0000,21.0000,22.0000
1998-11-05,38.0000,42.0000,20.0000,18.0000
1998-11-12,50.0000,36.0000,14.0000,36.0000
1998-11-19,40.0000,42.0000,18.0000,22.0000
1998-11-25,48.0000,35.0000,17.0000,31.0000
1998-12-03,49.0000,30.0000,21.0000,28.0000
1998-12-10,44.0000,30.0000,26.0000,18.0000
1998-12-17,41.0000,34.0000,25.0000,16.0000
1998-12-23,34.0000,34.0000,32.0000,2.0000
1998-12-31,41.0000,37.0000,22.0000,19.0000
1999-01-07,38.0000,39.0000,23.0000,15.0000
1999-01-14,51.0000,28.0000,21.0000,30.0000
1999-01-21,56.0000,24.0000,20.0000,36.0000
1999-01-28,47.0000,33.0000,20.0000,27.0000
1999-02-04,48.0000,38.0000,14.0000,34.0000
1999-02-11,48.0000,35.0000,17.0000,31.0000
1999-02-18,37.0000,39.0000,24.0000,13.0000
1999-02-25,37.0000,39.0000,24.0000,13.0000
1999-03-04,36.0000,45.0000,19.0000,17.0000
1999-03-11,37.0000,42.0000,21.0000,16.0000
1999-03-18,48.0000,31.0000,21.0000,27.0000
1999-03-25,38.0000,33.0000,29.0000,9.0000
1999-04-01,40.0000,35.0000,25.0000,15.0000
1999-04-08,36.0000,38.0000,26.0000,10.0000
1999-04-15,41.0000,31.0000,28.0000,13.0000
1999-04-22,38.0000,32.0000,30.0000,8.0000
1999-04-29,41.0000,32.0000,27.0000,14.0000
1999-05-06,54.0000,32.0000,14.0000,40.0000
1999-05-13,43.0000,31.0000,26.0000,17.0000
1999-05-20,43.0000,31.0000,26.0000,17.0000
1999-05-27,38.0000,42.0000,20.0000,18.0000
1999-06-03,32.0000,36.0000,32.0000,0.0000
1999-06-10,32.0000,40.0000,28.0000,4.0000
1999-06-17,38.0000,35.0000,27.0000,11.0000
1999-06-24,30.0000,39.0000,31.0000,-1.0000
1999-07-01,35.0000,38.0000,27.0000,8.0000
1999-07-08,43.0000,36.0000,21.0000,22.0000
1999-07-15,54.0000,28.0000,18.0000,36.0000
1999-07-22,55.0000,23.0000,22.0000,33.0000
1999-07-29,42.0000,38.0000,20.0000,22.0000
1999-08-05,30.0000,46.0000,24.0000,6.0000
1999-08-12,30.0000,40.0000,30.0000,0.0000
1999-08-19,31.0000,46.0000,23.0000,8.0000
1999-08-26,35.0000,40.0000,25.0000,10.0000
1999-09-02,44.0000,38.0000,18.0000,26.0000
1999-09-09,37.0000,38.0000,25.0000,12.0000
1999-09-16,36.0000,43.0000,21.0000,15.0000
1999-09-23,36.0000,36.0000,28.0000,8.0000
1999-09-30,35.0000,42.0000,23.0000,12.0000
1999-10-07,34.0000,38.0000,28.0000,6.0000
1999-10-14,42.0000,39.0000,19.0000,23.0000
1999-10-21,38.0000,37.0000,25.0000,13.0000
1999-10-28,38.0000,38.0000,24.0000,14.0000
1999-11-04,43.0000,35.0000,22.0000,21.0000
1999-11-11,48.0000,26.0000,26.0000,22.0000
1999-11-18,46.0000,32.0000,22.0000,24.0000
1999-11-24,55.0000,28.0000,17.0000,38.0000
1999-12-02,62.0000,25.0000,13.0000,49.0000
1999-12-09,62.0000,27.0000,11.0000,51.0000
1999-12-16,54.0000,26.0000,20.0000,34.0000
1999-12-23,52.0000,31.0000,17.0000,35.0000
1999-12-30,60.0000,25.0000,15.0000,45.0000
2000-01-06,75.0000,11.6600,13.3300,61.6700
2000-01-13,59.2600,22.2200,18.5200,40.7400
2000-01-20,57.1400,25.0000,17.8600,39.2800
2000-01-27,53.7000,25.9300,20.3700,33.3300
2000-02-03,51.1100,24.4400,24.4400,26.6700
2000-02-10,41.8600,30.2300,27.9100,13.9500
2000-02-17,27.2700,48.4800,24.2400,3.0300
2000-02-24,41.3800,27.5900,31.0300,10.3500
2000-03-02,36.6700,40.0000,23.3300,13.3400
2000-03-08,58.3300,25.0000,16.6700,41.6600
2000-03-16,50.0000,23.3300,26.6700,23.3300
2000-03-23,65.7100,14.2900,20.0000,45.7100
2000-03-30,38.8900,11.1100,50.0000,-11.1100
2000-04-06,45.8300,33.3300,20.8300,25.0000
2000-04-13,51.8500,18.5200,29.6300,22.2200
2000-04-20,63.7300,13.7300,22.5500,41.1800
2000-04-27,61.2900,24.1900,14.5200,46.7700
2000-05-04,34.7800,30.4300,34.7800,0.0000
2000-05-11,30.2300,44.1900,25.5800,4.6500
2000-05-18,35.2900,23.5300,41.1800,-5.8900
2000-05-25,34.9200,28.5700,36.5100,-1.5900
2000-06-01,41.6700,20.8300,37.5000,4.1700
2000-06-08,61.5400,15.3800,23.0800,38.4600
2000-06-15,43.7500,37.5000,18.7500,25.0000
2000-06-22,26.6700,33.3300,40.0000,-13.3300
2000-07-06,56.1000,28.0500,15.8500,40.2500
2000-07-13,65.0000,15.0000,20.0000,45.0000
2000-07-20,66.6700,21.3300,12.0000,54.6700
2000-07-27,42.8600,37.1400,20.0000,22.8600
2000-08-03,41.3000,34.7800,23.9100,17.3900
2000-08-10,54.1000,34.4300,11.4800,42.6200
2000-08-17,59.3800,21.8800,18.7500,40.6300
2000-08-23,57.6900,19.2300,23.0800,34.6100
2000-08-31,55.8800,26.4700,17.6500,38.2300
2000-09-07,62.5000,29.1700,8.3300,54.1700
2000-09-14,41.1800,35.2900,23.5300,17.6500
2000-09-21,43.7500,37.5000,18.7500,25.0000
2000-09-28,53.3300,40.0000,6.6700,46.6600
2000-10-05,41.9400,32.2600,25.8100,16.1300
2000-10-12,41.4600,26.8300,31.7100,9.7500
2000-10-19,48.8900,26.6700,24.4400,24.4500
2000-10-26,64.1000,17.9500,17.9500,46.1500
2000-11-02,51.6100,25.8100,22.5800,29.0300
2000-11-09,62.8600,28.5700,8.5700,54.2900
2000-11-16,45.8300,37.5000,16.6700,29.1600
2000-11-23,36.5100,26.9800,36.5100,0.0000
2000-11-30,60.4200,22.9200,16.6700,43.7500
2000-12-07,47.0600,15.6900,37.2500,9.8100
2000-12-14,59.6200,7.6900,32.6900,26.9300
2000-12-21,31.1100,17.7800,51.1100,-20.0000
2000-12-28,40.0000,28.0000,32.0000,8.0000
2001-01-04,42.5900,33.3300,24.0700,18.5200
2001-01-11,35.7100,21.4300,42.8600,-7.1500
2001-01-18,36.5900,39.0200,24.3900,12.2000
2001-01-25,49.2300,24.6200,26.1500,23.0800
2001-02-01,50.0000,30.7700,19.2300,30.7700
2001-02-08,55.5600,30.0000,14.4400,41.1200
2001-02-15,30.4300,47.8300,21.7400,8.6900
2001-02-22,26.3200,35.0900,38.6000,-12.2800
2001-03-01,45.9500,20.2700,33.7800,12.1700
2001-03-08,31.6300,36.7300,31.6300,0.0000
2001-03-15,30.9100,32.7300,36.3600,-5.4500
2001-03-22,27.7800,25.0000,47.2200,-19.4400
2001-03-29,37.2500,35.2900,27.4500,9.8000
2001-04-05,35.1400,26.1300,38.7400,-3.6000
2001-04-12,30.3000,28.7900,40.9100,-10.6100
2001-04-19,43.7500,25.0000,31.2500,12.5000
2001-04-26,46.5500,22.4100,31.0300,15.5200
2001-05-03,63.5100,14.8700,21.6200,41.8900
2001-05-10,53.3300,28.8900,17.7800,35.5500
2001-05-17,51.7600,29.4100,18.8200,32.9400
2001-05-24,61.9000,21.4300,16.6700,45.2300
2001-05-31,49.3500,22.0800,28.5700,20.7800
2001-06-07,42.5500,31.9100,25.5300,17.0200
2001-06-14,30.5100,47.4600,22.0300,8.4800
2001-06-21,33.3300,43.3300,23.3300,10.0000
2001-06-28,30.3800,36.7100,32.9100,-2.5300
2001-07-05,40.7400,40.7400,18.5200,22.2200
2001-07-12,25.2700,38.4600,36.2600,-10.9900
2001-07-19,50.0000,34.7800,15.2200,34.7800
2001-07-26,29.5200,32.3800,38.1000,-8.5800
2001-08-02,36.3600,27.2700,36.3600,0.0000
2001-08-09,34.9400,37.3500,27.7100,7.2300
2001-08-16,35.4200,27.0800,37.5000,-2.0800
2001-08-23,34.4800,34.4800,31.0300,3.4500
2001-08-30,31.4300,45.7100,22.8600,8.5700
2001-09-06,30.3400,35.9600,33.7100,-3.3700
2001-09-13,26.6700,36.6700,36.6700,-10.0000
2001-09-20,31.0800,24.3200,44.5900,-13.5100
2001-09-27,51.1100,26.6700,22.2200,28.8900
2001-10-04,51.2200,19.5100,29.2700,21.9500
2001-10-11,47.3700,24.5600,28.0700,19.3000
2001-10-18,60.5600,18.3100,21.1300,39.4300
2001-10-25,55.8800,26.4700,17.6500,38.2300
2001-11-01,35.0000,31.6700,33.3300,1.6700
2001-11-08,34.6200,23.0800,42.3100,-7.6900
2001-11-15,45.4500,21.2100,33.3300,12.1200
2001-11-22,58.3300,16.6700,25.0000,33.3300
2001-11-29,69.3300,10.6700,20.0000,49.3300
2001-12-06,59.1800,16.3300,24.4900,34.6900
2001-12-13,61.4000,24.5600,14.0400,47.3600
2001-12-20,52.4600,21.3100,26.2300,26.2300
2001-12-27,57.6900,15.3800,26.9200,30.7700
2002-01-03,51.1100,24.4400,24.4400,26.6700
2002-01-10,54.7900,23.2900,21.9200,32.8700
2002-01-17,29.5500,40.9100,29.5500,0.0000
2002-01-24,34.6900,34.6900,30.6100,4.0800
2002-01-31,45.4500,31.8200,22.7300,22.7200
2002-02-07,37.5000,39.5800,22.9300,14.5700
2002-02-14,45.1600,38.7100,16.1300,29.0300
2002-02-21,36.3600,38.1800,25.4500,10.9100
2002-02-28,44.4400,35.1900,20.3700,24.0700
2002-03-07,53.3300,31.1100,15.5500,37.7800
2002-03-14,56.4500,29.0300,14.5200,41.9300
2002-03-21,53.2300,35.4800,11.2900,41.9400
2002-03-28,51.1600,25.5800,23.2600,27.9000
2002-04-04,40.4800,39.2900,20.2400,20.2400
2002-04-11,28.2100,38.4600,33.3300,-5.1200
2002-04-18,40.2000,36.5900,23.1700,17.0300
2002-04-25,36.6700,40.0000,23.3300,13.3400
2002-05-02,27.0300,39.6400,33.3300,-6.3000
2002-05-09,30.2600,28.9500,40.7900,-10.5300
2002-05-16,36.7900,34.9100,28.3000,8.4900
2002-05-23,26.1900,33.3300,40.4800,-14.2900
2002-05-29,28.2600,31.5200,40.2200,-11.9600
2002-06-06,32.7900,27.8700,39.3400,-6.5500
2002-06-13,31.8200,34.5500,33.6400,-1.8200
2002-06-20,45.7100,28.5700,25.7100,20.0000
2002-06-27,30.9700,23.0100,46.0200,-15.0500
2002-07-03,26.5600,26.5600,46.8800,-20.3200
2002-07-11,35.0500,22.6800,42.2700,-7.2200
2002-07-18,26.2500,20.0000,53.7500,-27.5000
2002-07-25,27.9100,23.2600,48.8400,-20.9300
2002-08-01,34.2100,34.2100,31.5800,2.6300
2002-08-08,37.7000,22.9500,39.3400,-1.6400
2002-08-15,37.9300,20.6900,41.3800,-3.4500
2002-08-22,43.7500,16.6700,39.5800,4.1700
2002-08-29,50.0000,20.9700,29.0300,20.9700
2002-09-05,31.4800,18.5200,50.0000,-18.5200
2002-09-12,38.3600,24.6600,36.9900,1.3700
2002-09-19,33.7800,22.9700,43.2400,-9.4600
2002-09-26,24.5100,28.4300,47.0600,-22.5500
2002-10-03,35.2100,16.9000,47.8900,-12.6800
2002-10-10,28.8500,16.3500,54.8100,-25.9600
2002-10-17,39.4700,21.0500,39.4700,0.0000
2002-10-24,44.5800,21.6900,33.7300,10.8500
2002-10-31,51.4700,20.5900,27.9400,23.5300
2002-11-07,50.0000,23.6800,26.3200,23.6800
2002-11-14,48.6500,18.9200,32.4300,16.2200
2002-11-21,50.5600,28.0900,21.3500,29.2100
2002-11-28,51.0600,17.0200,31.9100,19.1500
2002-12-05,52.9400,29.4100,17.6500,35.2900
2002-12-12,41.3800,34.4800,24.1400,17.2400
2002-12-19,42.8600,27.1400,30.0000,12.8600
2002-12-26,40.0000,28.0000,32.0000,8.0000
2003-01-02,32.4300,29.7300,37.8400,-5.4100
2003-01-09,38.1000,19.0500,42.8600,-4.7600
2003-01-16,29.1700,41.6700,29.1700,0.0000
2003-01-23,25.0000,31.8200,43.1800,-18.1800
2003-01-30,25.5300,26.6000,47.8700,-22.3400
2003-02-06,22.8600,51.4300,25.7100,-2.8500
2003-02-13,21.9000,40.0000,38.1000,-16.2000
2003-02-20,21.0500,21.0500,57.8900,-36.8400
2003-02-27,26.0200,26.8300,47.1500,-21.1300
2003-03-06,33.3300,27.2700,39.3900,-6.0600
2003-03-13,34.2900,14.2900,51.4300,-17.1400
2003-03-20,42.8600,19.0500,38.1000,4.7600
2003-03-27,39.4200,27.8800,32.6900,6.7300
2003-04-03,32.3500,29.4100,38.2400,-5.8900
2003-04-10,38.4600,30.7700,30.7700,7.6900
2003-04-17,46.3000,22.2200,31.4800,14.8200
2003-04-24,63.0000,18.0000,19.0000,44.0000
2003-05-01,48.5700,25.7100,25.7100,22.8600
2003-05-08,52.8000,28.8000,18.4000,34.4000
2003-05-15,62.7900,20.9300,16.2800,46.5100
2003-05-22,38.4600,25.9600,35.5800,2.8800
2003-05-29,62.8600,22.8600,14.2900,48.5700
2003-06-05,52.0000,28.8000,19.2000,32.8000
2003-06-12,50.0000,20.8300,29.1700,20.8300
2003-06-19,56.4100,7.6900,35.9000,20.5100
2003-06-26,71.4300,20.0000,8.5700,62.8600
2003-07-03,41.1800,23.5300,35.2900,5.8900
2003-07-10,43.2400,25.6800,31.0800,12.1600
2003-07-17,51.2600,20.1700,28.5700,22.6900
2003-07-24,52.0000,17.3300,30.6700,21.3300
2003-07-31,51.5400,32.3100,16.1500,35.3900
2003-08-07,45.4500,22.0800,32.4700,12.9800
2003-08-14,50.5600,25.8400,23.6000,26.9600
2003-08-21,62.9600,18.5200,18.5200,44.4400
2003-08-28,56.7000,20.6200,22.6800,34.0200
2003-09-04,62.3000,21.3100,16.3900,45.9100
2003-09-11,58.1400,24.4200,17.4400,40.7000
2003-09-18,62.7500,17.6500,19.6100,43.1400
2003-09-25,57.2800,20.3900,22.3300,34.9500
2003-10-02,50.0000,21.4300,28.5700,21.4300
2003-10-09,57.5800,19.1900,23.2300,34.3500
2003-10-16,60.3400,25.8600,13.7900,46.5500
2003-10-23,52.7800,30.5600,16.6700,36.1100
2003-10-30,57.8100,23.4400,18.7500,39.0600
2003-11-06,57.5800,25.7600,16.6700,40.9100
2003-11-13,53.3300,32.2200,14.4400,38.8900
2003-11-20,53.2300,25.8100,20.9700,32.2600
2003-11-27,60.3800,18.8700,20.7500,39.6300
2003-12-04,69.3700,16.2200,14.4100,54.9600
2003-12-11,55.2600,23.6800,21.0500,34.2100
2003-12-18,60.2000,20.4100,19.3900,40.8100
2003-12-26,65.5200,17.2400,17.2400,48.2800
2004-01-01,62.4100,24.1100,13.4800,48.9300
2004-01-08,67.1600,14.9300,17.9100,49.2500
2004-01-15,66.2900,23.6000,10.1100,56.1800
2004-01-22,69.5100,17.0700,13.4100,56.1000
2004-01-29,56.8800,28.1300,15.0000,41.8800
2004-02-05,50.9100,27.2700,21.8200,29.0900
2004-02-12,56.1000,29.2700,14.6300,41.4700
2004-02-19,56.4500,22.5800,20.9700,35.4800
2004-02-26,41.5800,27.8900,30.5300,11.0500
2004-03-04,47.8300,39.1300,13.0400,34.7900
2004-03-11,41.2900,25.1600,33.5500,7.7400
2004-03-18,38.6000,35.0900,26.3200,12.2800
2004-03-25,31.4800,25.9300,42.5900,-11.1100
2004-04-01,55.1700,22.4100,22.4100,32.7600
2004-04-08,58.7800,20.9500,20.2700,38.5100
2004-04-15,63.7500,22.5000,13.7500,50.0000
2004-04-22,50.0000,27.5000,22.5000,27.5000
2004-04-29,50.0000,28.7900,21.2100,28.7900
2004-05-06,38.9800,33.9000,27.1200,11.8600
2004-05-13,32.8900,23.6800,43.4200,-10.5300
2004-05-20,36.6700,23.3300,40.0000,-3.3300
2004-05-27,36.1100,23.6100,40.2800,-4.1700
2004-06-03,33.3300,40.4800,26.1900,7.1400
2004-06-10,55.2600,28.9500,15.7900,39.4700
2004-06-17,41.4100,30.4700,28.1300,13.2800
2004-06-24,56.4100,20.5100,23.0800,33.3300
2004-07-01,56.9700,27.2700,15.7600,41.2100
2004-07-08,55.1000,23.4700,21.4300,33.6700
2004-07-15,47.3700,28.9500,23.6800,23.6900
2004-07-22,35.7100,40.4800,23.8100,11.9000
2004-07-29,34.0000,30.0000,36.0000,-2.0000
2004-08-05,30.9900,35.2100,33.8000,-2.8100
2004-08-12,38.5700,21.4300,40.0000,-1.4300
2004-08-19,34.8800,30.2300,34.8800,0.0000
2004-08-26,41.5300,33.0500,25.4200,16.1100
2004-09-02,41.5100,30.1900,28.3000,13.2100
2004-09-09,50.5000,25.7400,23.7600,26.7400
2004-09-16,45.4500,22.7300,31.8200,13.6300
2004-09-23,51.2000,22.0000,26.8000,24.4000
2004-09-30,41.0700,19.6400,39.2900,1.7800
2004-10-07,56.9300,23.3600,19.7100,37.2200
2004-10-14,44.7100,27.0600,28.2400,16.4700
2004-10-21,42.4800,28.7600,28.7600,13.7200
2004-10-28,42.3100,25.9600,31.7300,10.5800
2004-11-04,57.1400,20.0000,22.8600,34.2800
2004-11-11,62.5000,15.9100,21.5900,40.9100
2004-11-18,64.1000,13.4600,22.4400,41.6600
2004-11-24,49.4800,23.7100,26.8000,22.6800
2004-12-02,56.7600,17.8400,25.4100,31.3500
2004-12-09,51.3500,23.4200,25.2300,26.1200
2004-12-16,52.5300,28.2800,19.1900,33.3400
2004-12-23,60.2300,21.5900,18.1800,42.0500
2004-12-30,57.6600,24.8200,17.5200,40.1400
2005-01-06,38.1000,27.3800,34.5200,3.5800
2005-01-13,33.9900,26.1400,39.8700,-5.8800
2005-01-20,33.6600,32.6700,33.6600,0.0000
2005-01-27,26.4300,37.1400,36.4300,-10.0000
2005-02-03,41.6700,33.3300,25.0000,16.6700
2005-02-10,43.7500,33.3300,22.9200,20.8300
2005-02-17,36.3600,33.7700,29.8700,6.4900
2005-02-24,31.8200,36.3600,31.8200,0.0000
2005-03-03,39.5100,33.3300,27.1600,12.3500
2005-03-10,49.6600,25.5000,24.8300,24.8300
2005-03-17,32.4700,35.0600,32.4700,0.0000
2005-03-24,23.2300,34.8400,41.9400,-18.7100
2005-03-31,28.4300,20.5900,50.9800,-22.5500
2005-04-07,27.7400,28.3900,43.8700,-16.1300
2005-04-14,16.4800,41.7600,41.7600,-25.2800
2005-04-21,36.8400,30.2600,32.8900,3.9500
2005-04-28,29.7500,35.5400,34.7100,-4.9600
2005-05-05,28.5700,26.5300,44.9000,-16.3300
2005-05-12,30.5200,33.1200,36.3600,-5.8400
2005-05-19,38.9200,32.4300,28.6500,10.2700
2005-05-26,44.1400,32.4300,23.4200,20.7200
2005-06-02,48.6100,31.9400,19.4400,29.1700
2005-06-09,45.9800,34.4800,19.5400,26.4400
2005-06-16,48.0500,33.1200,18.8300,29.2200
2005-06-23,46.5900,35.2300,18.1800,28.4100
2005-06-30,45.8900,24.6600,29.4500,16.4400
2005-07-07,43.0108,36.5591,20.4301,22.5807
2005-07-14,57.8900,28.0700,14.0400,43.8500
2005-07-21,41.1800,31.3700,27.4500,13.7300
2005-07-28,57.5200,24.8400,17.6500,39.8700
2005-08-04,47.8300,26.0900,26.0900,21.7400
2005-08-11,39.7400,31.4100,28.8500,10.8900
2005-08-18,29.2900,30.3000,40.4000,-11.1100
2005-08-25,36.1400,32.5300,31.3300,4.8100
2005-09-01,31.7600,30.5900,37.6500,-5.8900
2005-09-08,42.3100,25.0000,32.6900,9.6200
2005-09-15,51.4300,20.0000,28.5700,22.8600
2005-09-22,39.4700,28.0700,32.4600,7.0100
2005-09-29,31.8800,28.9900,39.1300,-7.2500
2005-10-06,50.0000,22.5800,27.4200,22.5800
2005-10-13,38.9600,12.9900,48.0500,-9.0900
2005-10-20,43.1100,20.9600,35.9300,7.1800
2005-10-27,32.0500,21.7900,46.1500,-14.1000
2005-11-03,42.9500,29.4900,27.5600,15.3900
2005-11-10,58.6200,18.3900,22.9900,35.6300
2005-11-17,53.6300,24.5800,21.7900,31.8400
2005-11-24,57.3300,26.6700,16.0000,41.3300
2005-12-01,52.4700,24.0700,23.4600,29.0100
2005-12-08,49.4700,31.5800,18.9500,30.5200
2005-12-15,46.1500,31.7300,22.1200,24.0300
2005-12-22,41.0300,30.7700,28.2100,12.8200
2005-12-29,37.3000,26.1900,36.5100,0.7900
2006-01-05,29.3500,30.4300,40.2200,-10.8700
2006-01-12,58.9600,21.9700,19.0800,39.8800
2006-01-19,50.0000,24.1700,25.8300,24.1700
2006-01-26,30.7700,35.9000,33.3300,-2.5600
2006-02-02,44.7000,21.9700,33.3300,11.3700
2006-02-09,40.1900,25.2300,34.5800,5.6100
2006-02-16,40.1800,24.1100,35.7100,4.4700
2006-02-23,43.2100,28.4000,28.4000,14.8100
2006-03-02,40.9400,29.9200,29.1300,11.8100
2006-03-09,41.2100,28.0200,30.7700,10.4400
2006-03-16,46.5500,20.6900,32.7600,13.7900
2006-03-23,43.7500,28.7500,27.5000,16.2500
2006-03-30,37.2100,30.2300,32.5600,4.6500
2006-04-06,47.6700,29.0700,23.2600,24.4100
2006-04-13,45.3600,26.8000,27.8400,17.5200
2006-04-20,33.7300,25.4400,40.8300,-7.1000
2006-04-27,42.1100,21.9300,35.9600,6.1500
2006-05-04,45.8900,20.5500,33.5600,12.3300
2006-05-11,54.9000,17.6500,27.4500,27.4500
2006-05-18,39.3900,16.9700,43.6400,-4.2500
2006-05-25,33.0400,21.4300,45.5400,-12.5000
2006-06-01,30.7700,19.2300,50.0000,-19.2300
2006-06-08,26.2300,28.6900,45.0800,-18.8500
2006-06-15,26.4100,18.6100,54.9800,-28.5700
2006-06-22,34.4000,24.0000,41.6000,-7.2000
2006-06-29,38.6000,21.6400,39.7700,-1.1700
2006-07-06,37.7000,19.6700,42.6200,-4.9200
2006-07-13,36.5000,24.0900,39.4200,-2.9200
2006-07-20,23.8500,18.3500,57.8000,-33.9500
2006-07-27,34.8800,22.0900,43.0200,-8.1400
2006-08-03,31.4600,21.3500,47.1900,-15.7300
2006-08-10,36.5900,21.9500,41.4600,-4.8700
2006-08-17,30.5300,33.6800,35.7900,-5.2600
2006-08-24,39.3500,23.2300,37.4200,1.9300
2006-08-31,41.5700,32.5800,25.8400,15.7300
2006-09-07,42.9900,27.1000,29.9100,13.0800
2006-09-14,47.9500,13.7000,38.3600,9.5900
2006-09-21,47.7500,18.0200,34.2300,13.5200
2006-09-28,51.3200,15.7900,32.8900,18.4300
2006-10-05,37.7800,15.5600,46.6700,-8.8900
2006-10-12,48.9800,13.2700,37.7600,11.2200
2006-10-19,54.2000,16.0300,29.7700,24.4300
2006-10-26,52.1700,17.3900,30.4300,21.7400
2006-11-02,43.7500,19.3800,36.8800,6.8700
2006-11-09,50.6000,22.8900,26.5100,24.0900
2006-11-16,46.5600,22.9000,30.5300,16.0300
2006-11-23,41.9400,16.1300,41.9400,0.0000
2006-11-30,40.2200,12.2900,47.4900,-7.2700
2006-12-07,38.9400,19.4700,41.5900,-2.6500
2006-12-14,41.3300,20.6700,38.0000,3.3300
2006-12-21,39.0800,18.3900,42.5300,-3.4500
2006-12-28,46.0000,18.0000,36.0000,10.0000
2007-01-04,49.1400,21.5500,29.3100,19.8300
2007-01-11,44.4400,21.3000,34.2600,10.1800
2007-01-18,57.7800,15.1500,27.2700,30.5100
2007-01-25,39.5100,27.1600,33.3300,6.1800
2007-02-01,46.3200,23.1600,30.5300,15.7900
2007-02-08,46.1500,23.8500,30.0000,16.1500
