Date,NFCI,ANFCI
2001-10-19,-0.3630,-0.3770
2001-10-26,-0.3790,-0.4000
2001-11-02,-0.3900,-0.4200
2001-11-09,-0.3950,-0.4350
2001-11-16,-0.3930,-0.4370
2001-11-23,-0.3830,-0.4190
2001-11-30,-0.3690,-0.3860
2001-12-07,-0.3560,-0.3460
2001-12-14,-0.3500,-0.3170
2001-12-21,-0.3520,-0.3110
2001-12-28,-0.3660,-0.3360
2002-01-04,-0.3860,-0.3820
2002-01-11,-0.4120,-0.4370
2002-01-18,-0.4380,-0.4830
2002-01-25,-0.4600,-0.5100
2002-02-01,-0.4760,-0.5160
2002-02-08,-0.4850,-0.5080
2002-02-15,-0.4900,-0.4950
2002-02-22,-0.4900,-0.4850
2002-03-01,-0.4890,-0.4770
2002-03-08,-0.4880,-0.4690
2002-03-15,-0.4880,-0.4570
2002-03-22,-0.4920,-0.4440
2002-03-29,-0.5000,-0.4330
2002-04-05,-0.5140,-0.4330
2002-04-12,-0.5330,-0.4500
2002-04-19,-0.5560,-0.4820
2002-04-26,-0.5790,-0.5230
2002-05-03,-0.6010,-0.5630
2002-05-10,-0.6180,-0.5910
2002-05-17,-0.6290,-0.6050
2002-05-24,-0.6310,-0.6050
2002-05-31,-0.6240,-0.5990
2002-06-07,-0.6100,-0.5900
2002-06-14,-0.5890,-0.5810
2002-06-21,-0.5640,-0.5690
2002-06-28,-0.5360,-0.5520
2002-07-05,-0.5080,-0.5280
2002-07-12,-0.4810,-0.4970
2002-07-19,-0.4580,-0.4670
2002-07-26,-0.4370,-0.4420
2002-08-02,-0.4230,-0.4280
2002-08-09,-0.4100,-0.4200
2002-08-16,-0.4000,-0.4150
2002-08-23,-0.3890,-0.4040
2002-08-30,-0.3770,-0.3830
2002-09-06,-0.3620,-0.3540
2002-09-13,-0.3470,-0.3210
2002-09-20,-0.3340,-0.2950
2002-09-27,-0.3250,-0.2800
2002-10-04,-0.3220,-0.2780
2002-10-11,-0.3270,-0.2880
2002-10-18,-0.3390,-0.3090
2002-10-25,-0.3540,-0.3320
2002-11-01,-0.3730,-0.3570
2002-11-08,-0.3910,-0.3810
2002-11-15,-0.4070,-0.4000
2002-11-22,-0.4180,-0.4110
2002-11-29,-0.4240,-0.4110
2002-12-06,-0.4270,-0.4020
2002-12-13,-0.4310,-0.3910
2002-12-20,-0.4350,-0.3830
2002-12-27,-0.4420,-0.3840
2003-01-03,-0.4530,-0.3950
2003-01-10,-0.4660,-0.4140
2003-01-17,-0.4790,-0.4320
2003-01-24,-0.4890,-0.4440
2003-01-31,-0.4970,-0.4510
2003-02-07,-0.5010,-0.4530
2003-02-14,-0.5040,-0.4560
2003-02-21,-0.5070,-0.4640
2003-02-28,-0.5110,-0.4760
2003-03-07,-0.5170,-0.4940
2003-03-14,-0.5280,-0.5170
2003-03-21,-0.5420,-0.5440
2003-03-28,-0.5620,-0.5790
2003-04-04,-0.5850,-0.6190
2003-04-11,-0.6110,-0.6630
2003-04-18,-0.6360,-0.7020
2003-04-25,-0.6570,-0.7340
2003-05-02,-0.6740,-0.7510
2003-05-09,-0.6830,-0.7530
2003-05-16,-0.6880,-0.7440
2003-05-23,-0.6890,-0.7290
2003-05-30,-0.6870,-0.7130
2003-06-06,-0.6850,-0.6980
2003-06-13,-0.6840,-0.6870
2003-06-20,-0.6850,-0.6810
2003-06-27,-0.6880,-0.6770
2003-07-04,-0.6900,-0.6760
2003-07-11,-0.6920,-0.6770
2003-07-18,-0.6900,-0.6770
2003-07-25,-0.6850,-0.6740
2003-08-01,-0.6750,-0.6640
2003-08-08,-0.6650,-0.6520
2003-08-15,-0.6550,-0.6390
2003-08-22,-0.6470,-0.6280
2003-08-29,-0.6410,-0.6230
2003-09-05,-0.6400,-0.6250
2003-09-12,-0.6420,-0.6320
2003-09-19,-0.6470,-0.6410
2003-09-26,-0.6530,-0.6480
2003-10-03,-0.6610,-0.6540
2003-10-10,-0.6690,-0.6600
2003-10-17,-0.6770,-0.6670
2003-10-24,-0.6830,-0.6750
2003-10-31,-0.6870,-0.6850
2003-11-07,-0.6890,-0.6930
2003-11-14,-0.6890,-0.6940
2003-11-21,-0.6880,-0.6870
2003-11-28,-0.6860,-0.6750
2003-12-05,-0.6840,-0.6600
2003-12-12,-0.6850,-0.6480
2003-12-19,-0.6880,-0.6430
2003-12-26,-0.6940,-0.6440
2004-01-02,-0.7040,-0.6510
2004-01-09,-0.7180,-0.6610
2004-01-16,-0.7320,-0.6710
2004-01-23,-0.7470,-0.6830
2004-01-30,-0.7600,-0.6980
2004-02-06,-0.7710,-0.7140
2004-02-13,-0.7800,-0.7310
2004-02-20,-0.7860,-0.7460
2004-02-27,-0.7900,-0.7540
2004-03-05,-0.7910,-0.7550
2004-03-12,-0.7890,-0.7520
2004-03-19,-0.7850,-0.7480
2004-03-26,-0.7780,-0.7440
2004-04-02,-0.7690,-0.7420
2004-04-09,-0.7580,-0.7380
2004-04-16,-0.7440,-0.7260
2004-04-23,-0.7290,-0.7050
2004-04-30,-0.7140,-0.6780
2004-05-07,-0.6990,-0.6510
2004-05-14,-0.6860,-0.6310
2004-05-21,-0.6760,-0.6220
2004-05-28,-0.6680,-0.6230
2004-06-04,-0.6630,-0.6280
2004-06-11,-0.6600,-0.6290
2004-06-18,-0.6590,-0.6250
2004-06-25,-0.6590,-0.6160
2004-07-02,-0.6600,-0.6090
2004-07-09,-0.6630,-0.6070
2004-07-16,-0.6650,-0.6120
2004-07-23,-0.6670,-0.6230
2004-07-30,-0.6690,-0.6360
2004-08-06,-0.6700,-0.6450
2004-08-13,-0.6720,-0.6510
2004-08-20,-0.6730,-0.6520
2004-08-27,-0.6730,-0.6510
2004-09-03,-0.6720,-0.6480
2004-09-10,-0.6720,-0.6430
2004-09-17,-0.6710,-0.6330
2004-09-24,-0.6700,-0.6170
2004-10-01,-0.6700,-0.5970
2004-10-08,-0.6700,-0.5770
2004-10-15,-0.6710,-0.5640
2004-10-22,-0.6740,-0.5640
2004-10-29,-0.6770,-0.5750
2004-11-05,-0.6810,-0.5940
2004-11-12,-0.6850,-0.6150
2004-11-19,-0.6860,-0.6310
2004-11-26,-0.6860,-0.6380
2004-12-03,-0.6840,-0.6380
2004-12-10,-0.6810,-0.6340
2004-12-17,-0.6760,-0.6280
2004-12-24,-0.6700,-0.6230
2004-12-31,-0.6660,-0.6210
2005-01-07,-0.6640,-0.6210
2005-01-14,-0.6650,-0.6230
2005-01-21,-0.6680,-0.6260
2005-01-28,-0.6730,-0.6310
2005-02-04,-0.6790,-0.6370
2005-02-11,-0.6820,-0.6420
2005-02-18,-0.6830,-0.6400
2005-02-25,-0.6800,-0.6300
2005-03-04,-0.6730,-0.6100
2005-03-11,-0.6620,-0.5840
2005-03-18,-0.6480,-0.5570
2005-03-25,-0.6340,-0.5350
2005-04-01,-0.6190,-0.5200
2005-04-08,-0.6060,-0.5140
2005-04-15,-0.5950,-0.5120
2005-04-22,-0.5850,-0.5130
2005-04-29,-0.5780,-0.5130
2005-05-06,-0.5730,-0.5130
2005-05-13,-0.5690,-0.5110
2005-05-20,-0.5680,-0.5100
2005-05-27,-0.5680,-0.5070
2005-06-03,-0.5680,-0.5020
2005-06-10,-0.5690,-0.4940
2005-06-17,-0.5700,-0.4840
2005-06-24,-0.5720,-0.4770
2005-07-01,-0.5740,-0.4720
2005-07-08,-0.5760,-0.4720
2005-07-15,-0.5790,-0.4750
2005-07-22,-0.5810,-0.4780
2005-07-29,-0.5820,-0.4780
2005-08-05,-0.5810,-0.4710
2005-08-12,-0.5780,-0.4590
2005-08-19,-0.5730,-0.4430
2005-08-26,-0.5660,-0.4230
2005-09-02,-0.5570,-0.4000
2005-09-09,-0.5490,-0.3780
2005-09-16,-0.5410,-0.3580
2005-09-23,-0.5350,-0.3460
2005-09-30,-0.5320,-0.3450
2005-10-07,-0.5330,-0.3620
2005-10-14,-0.5370,-0.3910
2005-10-21,-0.5430,-0.4270
2005-10-28,-0.5490,-0.4610
2005-11-04,-0.5530,-0.4870
2005-11-11,-0.5540,-0.4980
2005-11-18,-0.5510,-0.4940
2005-11-25,-0.5460,-0.4780
2005-12-02,-0.5390,-0.4540
2005-12-09,-0.5320,-0.4280
2005-12-16,-0.5260,-0.4040
2005-12-23,-0.5250,-0.3900
2005-12-30,-0.5270,-0.3840
2006-01-06,-0.5340,-0.3930
2006-01-13,-0.5450,-0.4110
2006-01-20,-0.5560,-0.4310
2006-01-27,-0.5680,-0.4530
2006-02-03,-0.5790,-0.4700
2006-02-10,-0.5880,-0.4810
2006-02-17,-0.5940,-0.4890
2006-02-24,-0.5970,-0.4940
2006-03-03,-0.5970,-0.4970
2006-03-10,-0.5960,-0.4970
2006-03-17,-0.5940,-0.4940
2006-03-24,-0.5920,-0.4870
2006-03-31,-0.5890,-0.4770
2006-04-07,-0.5860,-0.4670
2006-04-14,-0.5840,-0.4580
2006-04-21,-0.5820,-0.4520
2006-04-28,-0.5790,-0.4470
2006-05-05,-0.5730,-0.4390
2006-05-12,-0.5660,-0.4280
2006-05-19,-0.5540,-0.4130
2006-05-26,-0.5410,-0.3950
2006-06-02,-0.5260,-0.3780
2006-06-09,-0.5120,-0.3640
2006-06-16,-0.5000,-0.3520
2006-06-23,-0.4910,-0.3460
2006-06-30,-0.4870,-0.3460
2006-07-07,-0.4880,-0.3520
2006-07-14,-0.4940,-0.3650
2006-07-21,-0.5040,-0.3840
2006-07-28,-0.5180,-0.4070
2006-08-04,-0.5320,-0.4290
2006-08-11,-0.5450,-0.4480
2006-08-18,-0.5550,-0.4600
2006-08-25,-0.5620,-0.4660
2006-09-01,-0.5650,-0.4670
2006-09-08,-0.5650,-0.4660
2006-09-15,-0.5640,-0.4670
2006-09-22,-0.5630,-0.4740
2006-09-29,-0.5640,-0.4860
2006-10-06,-0.5680,-0.5040
2006-10-13,-0.5740,-0.5250
2006-10-20,-0.5800,-0.5440
2006-10-27,-0.5860,-0.5580
2006-11-03,-0.5900,-0.5620
2006-11-10,-0.5910,-0.5540
2006-11-17,-0.5890,-0.5310
2006-11-24,-0.5850,-0.4980
2006-12-01,-0.5800,-0.4600
2006-12-08,-0.5770,-0.4260
2006-12-15,-0.5780,-0.4060
2006-12-22,-0.5820,-0.4040
2006-12-29,-0.5910,-0.4160
2007-01-05,-0.6030,-0.4400
2007-01-12,-0.6170,-0.4660
2007-01-19,-0.6290,-0.4910
2007-01-26,-0.6390,-0.5130
2007-02-02,-0.6440,-0.5300
2007-02-09,-0.6430,-0.5400
2007-02-16,-0.6360,-0.5410
2007-02-23,-0.6240,-0.5300
2007-03-02,-0.6090,-0.5050
2007-03-09,-0.5950,-0.4770
2007-03-16,-0.5830,-0.4520
2007-03-23,-0.5750,-0.4390
2007-03-30,-0.5690,-0.4380
2007-04-06,-0.5650,-0.4460
2007-04-13,-0.5610,-0.4490
2007-04-20,-0.5560,-0.4400
2007-04-27,-0.5480,-0.4150
2007-05-04,-0.5390,-0.3810
2007-05-11,-0.5290,-0.3520
2007-05-18,-0.5200,-0.3340
2007-05-25,-0.5110,-0.3230
2007-06-01,-0.5040,-0.3150
2007-06-08,-0.5010,-0.3040
2007-06-15,-0.4980,-0.2830
2007-06-22,-0.4930,-0.2650
2007-06-29,-0.4810,-0.2600
2007-07-06,-0.4570,-0.2690
2007-07-13,-0.4130,-0.2730
2007-07-20,-0.3450,-0.2440
2007-07-27,-0.2510,-0.1450
2007-08-03,-0.1400,0.0310
2007-08-10,-0.0200,0.2640
2007-08-17,0.0980,0.5140
2007-08-24,0.1920,0.7150
2007-08-31,0.2440,0.8050
2007-09-07,0.2590,0.8000
2007-09-14,0.2350,0.7120
2007-09-21,0.1770,0.5780
2007-09-28,0.1110,0.4570
2007-10-05,0.0490,0.3640
2007-10-12,0.0070,0.3080
2007-10-19,-0.0010,0.2930
2007-10-26,0.0290,0.3190
2007-11-02,0.0950,0.3990
2007-11-09,0.1930,0.5490
2007-11-16,0.3040,0.7460
2007-11-23,0.4180,0.9660
2007-11-30,0.5130,1.1520
2007-12-07,0.5770,1.2530
2007-12-14,0.6050,1.2530
2007-12-21,0.5950,1.1710
2007-12-28,0.5560,1.0500
2008-01-04,0.5080,0.9530
2008-01-11,0.4630,0.8980
2008-01-18,0.4380,0.8940
2008-01-25,0.4430,0.9240
2008-02-01,0.4720,0.9520
2008-02-08,0.5320,0.9950
2008-02-15,0.6160,1.0730
2008-02-22,0.7140,1.2020
2008-02-29,0.8130,1.3760
2008-03-07,0.9040,1.5620
2008-03-14,0.9640,1.6980
2008-03-21,0.9890,1.7440
2008-03-28,0.9680,1.6790
2008-04-04,0.9160,1.5450
2008-04-11,0.8420,1.3940
2008-04-18,0.7600,1.2680
2008-04-25,0.6740,1.1730
2008-05-02,0.5990,1.0990
2008-05-09,0.5440,1.0290
2008-05-16,0.5120,0.9500
2008-05-23,0.5070,0.8850
2008-05-30,0.5280,0.8700
2008-06-06,0.5730,0.9340
2008-06-13,0.6270,1.0510
2008-06-20,0.6830,1.1920
2008-06-27,0.7350,1.3090
2008-07-04,0.7670,1.3510
2008-07-11,0.7750,1.3230
2008-07-18,0.7650,1.2660
2008-07-25,0.7360,1.2060
2008-08-01,0.7040,1.1780
2008-08-08,0.6880,1.1790
2008-08-15,0.6950,1.1830
2008-08-22,0.7490,1.2030
2008-08-29,0.8570,1.2580
2008-09-05,1.0230,1.4000
2008-09-12,1.2440,1.6790
2008-09-19,1.5260,2.1300
2008-09-26,1.8080,2.6190
2008-10-03,2.0910,3.0820
2008-10-10,2.3470,3.4130
2008-10-17,2.5490,3.5460
2008-10-24,2.6980,3.5300
2008-10-31,2.8250,3.5060
2008-11-07,2.9210,3.5370
2008-11-14,3.0030,3.6800
2008-11-21,3.0770,3.9090
2008-11-28,3.1020,4.0670
2008-12-05,3.0920,4.1140
2008-12-12,3.0250,3.9940
2008-12-19,2.8980,3.7400
2008-12-26,2.7370,3.4540
2009-01-02,2.5820,3.2360
2009-01-09,2.4270,3.0830
2009-01-16,2.3010,2.9940
2009-01-23,2.2080,2.9290
2009-01-30,2.1460,2.8540
2009-02-06,2.1130,2.7870
2009-02-13,2.1110,2.7660
2009-02-20,2.1230,2.8040
2009-02-27,2.1350,2.8870
2009-03-06,2.1350,2.9710
2009-03-13,2.0940,2.9720
2009-03-20,2.0190,2.8770
2009-03-27,1.9130,2.6940
2009-04-03,1.7880,2.4740
2009-04-10,1.6480,2.2640
2009-04-17,1.5060,2.0990
2009-04-24,1.3680,1.9690
2009-05-01,1.2340,1.8430
2009-05-08,1.1130,1.7010
2009-05-15,1.0130,1.5490
2009-05-22,0.9310,1.4030
2009-05-29,0.8720,1.3060
2009-06-05,0.8250,1.2610
2009-06-12,0.7880,1.2660
2009-06-19,0.7570,1.2890
2009-06-26,0.7200,1.2800
2009-07-03,0.6750,1.2210
2009-07-10,0.6200,1.1130
2009-07-17,0.5550,0.9750
2009-07-24,0.4850,0.8420
2009-07-31,0.4180,0.7410
2009-08-07,0.3590,0.6790
2009-08-14,0.3100,0.6430
2009-08-21,0.2690,0.6140
2009-08-28,0.2320,0.5730
2009-09-04,0.1990,0.5220
2009-09-11,0.1660,0.4660
2009-09-18,0.1330,0.4170
2009-09-25,0.1050,0.3870
2009-10-02,0.0830,0.3780
2009-10-09,0.0630,0.3740
2009-10-16,0.0460,0.3650
2009-10-23,0.0330,0.3460
2009-10-30,0.0250,0.3240
2009-11-06,0.0160,0.2970
2009-11-13,0.0040,0.2750
2009-11-20,-0.0100,0.2600
2009-11-27,-0.0290,0.2450
2009-12-04,-0.0540,0.2170
2009-12-11,-0.0850,0.1700
2009-12-18,-0.1180,0.1080
2009-12-25,-0.1500,0.0410
2010-01-01,-0.1760,-0.0110
2010-01-08,-0.1960,-0.0440
2010-01-15,-0.2060,-0.0460
2010-01-22,-0.2060,-0.0260
2010-01-29,-0.2020,-0.0050
2010-02-05,-0.1990,0.0040
2010-02-12,-0.2030,-0.0080
2010-02-19,-0.2200,-0.0440
2010-02-26,-0.2490,-0.0920
2010-03-05,-0.2890,-0.1430
2010-03-12,-0.3360,-0.1950
2010-03-19,-0.3840,-0.2470
2010-03-26,-0.4270,-0.3040
2010-04-02,-0.4590,-0.3630
2010-04-09,-0.4730,-0.4080
2010-04-16,-0.4640,-0.4220
2010-04-23,-0.4310,-0.3930
2010-04-30,-0.3740,-0.3140
2010-05-07,-0.2990,-0.2000
2010-05-14,-0.2230,-0.0860
2010-05-21,-0.1510,0.0140
2010-05-28,-0.0960,0.0760
2010-06-04,-0.0650,0.0980
2010-06-11,-0.0550,0.0940
2010-06-18,-0.0690,0.0690
2010-06-25,-0.0970,0.0360
2010-07-02,-0.1310,-0.0030
2010-07-09,-0.1720,-0.0540
2010-07-16,-0.2120,-0.1100
2010-07-23,-0.2450,-0.1590
2010-07-30,-0.2690,-0.1930
2010-08-06,-0.2830,-0.2040
2010-08-13,-0.2880,-0.1940
2010-08-20,-0.2900,-0.1790
2010-08-27,-0.2920,-0.1730
2010-09-03,-0.3000,-0.1830
2010-09-10,-0.3140,-0.2120
2010-09-17,-0.3340,-0.2480
2010-09-24,-0.3560,-0.2780
2010-10-01,-0.3810,-0.3040
2010-10-08,-0.4050,-0.3260
2010-10-15,-0.4280,-0.3480
2010-10-22,-0.4460,-0.3720
2010-10-29,-0.4600,-0.3970
2010-11-05,-0.4700,-0.4150
2010-11-12,-0.4740,-0.4210
2010-11-19,-0.4770,-0.4190
2010-11-26,-0.4790,-0.4160
2010-12-03,-0.4850,-0.4240
2010-12-10,-0.4970,-0.4480
2010-12-17,-0.5120,-0.4820
2010-12-24,-0.5320,-0.5180
2010-12-31,-0.5530,-0.5470
2011-01-07,-0.5750,-0.5650
2011-01-14,-0.5950,-0.5780
2011-01-21,-0.6120,-0.5950
2011-01-28,-0.6230,-0.6150
2011-02-04,-0.6280,-0.6370
2011-02-11,-0.6260,-0.6490
2011-02-18,-0.6160,-0.6380
2011-02-25,-0.6010,-0.6040
2011-03-04,-0.5870,-0.5610
2011-03-11,-0.5760,-0.5240
2011-03-18,-0.5700,-0.5060
2011-03-25,-0.5750,-0.5170
2011-04-01,-0.5850,-0.5440
2011-04-08,-0.5990,-0.5740
2011-04-15,-0.6120,-0.5930
2011-04-22,-0.6220,-0.5970
2011-04-29,-0.6260,-0.5940
2011-05-06,-0.6240,-0.5920
2011-05-13,-0.6150,-0.5940
2011-05-20,-0.6040,-0.5990
2011-05-27,-0.5910,-0.5960
2011-06-03,-0.5780,-0.5790
2011-06-10,-0.5660,-0.5500
2011-06-17,-0.5580,-0.5230
2011-06-24,-0.5510,-0.5100
2011-07-01,-0.5430,-0.5160
2011-07-08,-0.5310,-0.5280
2011-07-15,-0.5090,-0.5230
2011-07-22,-0.4760,-0.4860
2011-07-29,-0.4290,-0.4110
2011-08-05,-0.3680,-0.3050
2011-08-12,-0.3000,-0.1960
2011-08-19,-0.2390,-0.1150
2011-08-26,-0.1840,-0.0570
2011-09-02,-0.1440,-0.0230
2011-09-09,-0.1140,0.0050
2011-09-16,-0.0980,0.0320
2011-09-23,-0.0900,0.0580
2011-09-30,-0.0930,0.0670
2011-10-07,-0.1060,0.0480
2011-10-14,-0.1270,0.0010
2011-10-21,-0.1440,-0.0480
2011-10-28,-0.1590,-0.0840
2011-11-04,-0.1610,-0.0850
2011-11-11,-0.1550,-0.0590
2011-11-18,-0.1450,-0.0200
2011-11-25,-0.1330,0.0120
2011-12-02,-0.1320,0.0180
2011-12-09,-0.1380,0.0050
2011-12-16,-0.1510,-0.0170
2011-12-23,-0.1740,-0.0440
2011-12-30,-0.2060,-0.0740
2012-01-06,-0.2450,-0.1110
2012-01-13,-0.2890,-0.1630
2012-01-20,-0.3330,-0.2260
2012-01-27,-0.3730,-0.2870
2012-02-03,-0.4040,-0.3330
2012-02-10,-0.4270,-0.3580
2012-02-17,-0.4430,-0.3660
2012-02-24,-0.4550,-0.3710
2012-03-02,-0.4650,-0.3840
2012-03-09,-0.4730,-0.4060
2012-03-16,-0.4800,-0.4330
2012-03-23,-0.4830,-0.4500
2012-03-30,-0.4820,-0.4510
2012-04-06,-0.4750,-0.4370
2012-04-13,-0.4630,-0.4150
2012-04-20,-0.4490,-0.3960
2012-04-27,-0.4290,-0.3790
2012-05-04,-0.4030,-0.3590
2012-05-11,-0.3730,-0.3270
2012-05-18,-0.3400,-0.2820
2012-05-25,-0.3140,-0.2360
2012-06-01,-0.2950,-0.2000
2012-06-08,-0.2870,-0.1860
2012-06-15,-0.2910,-0.2010
2012-06-22,-0.3050,-0.2350
2012-06-29,-0.3240,-0.2730
2012-07-06,-0.3460,-0.3060
2012-07-13,-0.3690,-0.3280
2012-07-20,-0.3930,-0.3430
2012-07-27,-0.4140,-0.3570
2012-08-03,-0.4340,-0.3770
2012-08-10,-0.4530,-0.4020
2012-08-17,-0.4700,-0.4280
2012-08-24,-0.4870,-0.4520
2012-08-31,-0.5030,-0.4710
2012-09-07,-0.5200,-0.4890
2012-09-14,-0.5380,-0.5110
2012-09-21,-0.5530,-0.5370
2012-09-28,-0.5650,-0.5630
2012-10-05,-0.5750,-0.5880
2012-10-12,-0.5810,-0.6030
2012-10-19,-0.5850,-0.6070
2012-10-26,-0.5840,-0.6000
2012-11-02,-0.5820,-0.5910
2012-11-09,-0.5790,-0.5850
2012-11-16,-0.5780,-0.5830
2012-11-23,-0.5810,-0.5900
2012-11-30,-0.5850,-0.5970
2012-12-07,-0.5930,-0.6040
2012-12-14,-0.6030,-0.6100
2012-12-21,-0.6150,-0.6160
2012-12-28,-0.6260,-0.6240
2013-01-04,-0.6400,-0.6380
2013-01-11,-0.6530,-0.6520
2013-01-18,-0.6620,-0.6620
2013-01-25,-0.6690,-0.6660
2013-02-01,-0.6720,-0.6630
2013-02-08,-0.6740,-0.6600
2013-02-15,-0.6750,-0.6620
2013-02-22,-0.6760,-0.6720
2013-03-01,-0.6770,-0.6880
2013-03-08,-0.6800,-0.7110
2013-03-15,-0.6830,-0.7310
2013-03-22,-0.6870,-0.7450
2013-03-29,-0.6930,-0.7560
2013-04-05,-0.7000,-0.7660
2013-04-12,-0.7110,-0.7770
2013-04-19,-0.7220,-0.7910
2013-04-26,-0.7330,-0.8080
2013-05-03,-0.7420,-0.8220
2013-05-10,-0.7460,-0.8310
2013-05-17,-0.7420,-0.8280
2013-05-24,-0.7320,-0.8110
2013-05-31,-0.7150,-0.7810
2013-06-07,-0.6960,-0.7430
2013-06-14,-0.6780,-0.7040
2013-06-21,-0.6630,-0.6740
2013-06-28,-0.6560,-0.6600
2013-07-05,-0.6570,-0.6640
2013-07-12,-0.6640,-0.6830
2013-07-19,-0.6750,-0.7100
2013-07-26,-0.6860,-0.7350
2013-08-02,-0.6940,-0.7490
2013-08-09,-0.6970,-0.7520
2013-08-16,-0.6960,-0.7460
2013-08-23,-0.6910,-0.7370
2013-08-30,-0.6870,-0.7320
2013-09-06,-0.6850,-0.7320
2013-09-13,-0.6870,-0.7380
2013-09-20,-0.6920,-0.7460
2013-09-27,-0.7000,-0.7530
2013-10-04,-0.7090,-0.7600
2013-10-11,-0.7220,-0.7690
2013-10-18,-0.7360,-0.7830
2013-10-25,-0.7490,-0.8010
2013-11-01,-0.7610,-0.8210
2013-11-08,-0.7710,-0.8390
2013-11-15,-0.7790,-0.8510
2013-11-22,-0.7850,-0.8570
2013-11-29,-0.7890,-0.8600
2013-12-06,-0.7930,-0.8640
2013-12-13,-0.7950,-0.8720
2013-12-20,-0.7960,-0.8830
2013-12-27,-0.7970,-0.8940
2014-01-03,-0.7950,-0.8980
2014-01-10,-0.7920,-0.8930
2014-01-17,-0.7880,-0.8810
2014-01-24,-0.7840,-0.8690
2014-01-31,-0.7820,-0.8630
2014-02-07,-0.7830,-0.8680
2014-02-14,-0.7860,-0.8800
2014-02-21,-0.7900,-0.8920
2014-02-28,-0.7940,-0.8980
2014-03-07,-0.7970,-0.8940
2014-03-14,-0.7970,-0.8810
2014-03-21,-0.7960,-0.8670
2014-03-28,-0.7930,-0.8540
2014-04-04,-0.7900,-0.8470
2014-04-11,-0.7870,-0.8430
2014-04-18,-0.7850,-0.8380
2014-04-25,-0.7840,-0.8310
2014-05-02,-0.7850,-0.8240
2014-05-09,-0.7880,-0.8200
2014-05-16,-0.7920,-0.8220
2014-05-23,-0.7980,-0.8340
2014-05-30,-0.8030,-0.8480
2014-06-06,-0.8070,-0.8610
2014-06-13,-0.8070,-0.8680
2014-06-20,-0.8030,-0.8670
2014-06-27,-0.7960,-0.8580
2014-07-04,-0.7870,-0.8440
2014-07-11,-0.7750,-0.8290
2014-07-18,-0.7630,-0.8140
2014-07-25,-0.7530,-0.8020
2014-08-01,-0.7440,-0.7920
2014-08-08,-0.7390,-0.7880
2014-08-15,-0.7390,-0.7910
2014-08-22,-0.7380,-0.7970
2014-08-29,-0.7350,-0.8020
2014-09-05,-0.7290,-0.8050
2014-09-12,-0.7170,-0.7980
2014-09-19,-0.7020,-0.7830
2014-09-26,-0.6850,-0.7600
2014-10-03,-0.6690,-0.7370
2014-10-10,-0.6570,-0.7220
2014-10-17,-0.6490,-0.7160
2014-10-24,-0.6500,-0.7240
2014-10-31,-0.6550,-0.7390
2014-11-07,-0.6620,-0.7550
2014-11-14,-0.6660,-0.7650
2014-11-21,-0.6660,-0.7630
2014-11-28,-0.6590,-0.7500
2014-12-05,-0.6460,-0.7290
2014-12-12,-0.6260,-0.7030
2014-12-19,-0.6030,-0.6780
2014-12-26,-0.5810,-0.6570
2015-01-02,-0.5590,-0.6370
2015-01-09,-0.5410,-0.6180
2015-01-16,-0.5260,-0.5980
2015-01-23,-0.5170,-0.5820
2015-01-30,-0.5140,-0.5710
2015-02-06,-0.5150,-0.5680
2015-02-13,-0.5190,-0.5720
2015-02-20,-0.5250,-0.5810
2015-02-27,-0.5320,-0.5880
2015-03-06,-0.5370,-0.5910
2015-03-13,-0.5410,-0.5890
2015-03-20,-0.5440,-0.5860
2015-03-27,-0.5460,-0.5840
2015-04-03,-0.5480,-0.5860
2015-04-10,-0.5500,-0.5900
2015-04-17,-0.5510,-0.5920
2015-04-24,-0.5530,-0.5910
2015-05-01,-0.5540,-0.5850
2015-05-08,-0.5530,-0.5770
2015-05-15,-0.5540,-0.5740
2015-05-22,-0.5540,-0.5760
2015-05-29,-0.5540,-0.5810
2015-06-05,-0.5530,-0.5860
2015-06-12,-0.5520,-0.5850
2015-06-19,-0.5490,-0.5780
2015-06-26,-0.5470,-0.5670
2015-07-03,-0.5420,-0.5540
2015-07-10,-0.5370,-0.5450
2015-07-17,-0.5310,-0.5430
2015-07-24,-0.5210,-0.5390
2015-07-31,-0.5060,-0.5300
2015-08-07,-0.4870,-0.5120
2015-08-14,-0.4660,-0.4870
2015-08-21,-0.4430,-0.4590
2015-08-28,-0.4230,-0.4340
2015-09-04,-0.4100,-0.4190
2015-09-11,-0.4050,-0.4150
2015-09-18,-0.4050,-0.4200
2015-09-25,-0.4110,-0.4290
2015-10-02,-0.4200,-0.4400
2015-10-09,-0.4360,-0.4540
2015-10-16,-0.4500,-0.4660
2015-10-23,-0.4630,-0.4770
2015-10-30,-0.4710,-0.4880
2015-11-06,-0.4740,-0.4940
2015-11-13,-0.4700,-0.4910
2015-11-20,-0.4610,-0.4790
2015-11-27,-0.4460,-0.4570
2015-12-04,-0.4270,-0.4260
2015-12-11,-0.4050,-0.3900
2015-12-18,-0.3830,-0.3580
2015-12-25,-0.3630,-0.3320
2016-01-01,-0.3460,-0.3170
2016-01-08,-0.3310,-0.3100
2016-01-15,-0.3180,-0.3060
2016-01-22,-0.3100,-0.3030
2016-01-29,-0.3050,-0.2980
2016-02-05,-0.3030,-0.2910
2016-02-12,-0.3040,-0.2880
2016-02-19,-0.3130,-0.2960
