Date,NFCI,ANFCI
1987-03-20,-0.2650,-0.0920
1987-03-27,-0.1720,0.0000
1987-04-03,-0.0630,0.1330
1987-04-10,0.0580,0.2970
1987-04-17,0.1840,0.4830
1987-04-24,0.3070,0.6760
1987-05-01,0.4160,0.8600
1987-05-08,0.5070,1.0260
1987-05-15,0.5730,1.1540
1987-05-22,0.6120,1.2360
1987-05-29,0.6210,1.2550
1987-06-05,0.6020,1.2200
1987-06-12,0.5600,1.1430
1987-06-19,0.4980,1.0410
1987-06-26,0.4240,0.9320
1987-07-03,0.3440,0.8270
1987-07-10,0.2620,0.7220
1987-07-17,0.1820,0.6090
1987-07-24,0.1090,0.4860
1987-07-31,0.0470,0.3630
1987-08-07,0.0040,0.2590
1987-08-14,-0.0180,0.1910
1987-08-21,-0.0080,0.1770
1987-08-28,0.0350,0.2190
1987-09-04,0.1120,0.3130
1987-09-11,0.2170,0.4450
1987-09-18,0.3460,0.6150
1987-09-25,0.4890,0.8200
1987-10-02,0.6400,1.0580
1987-10-09,0.7860,1.3000
1987-10-16,0.9170,1.5140
1987-10-23,1.0250,1.6710
1987-10-30,1.1030,1.7420
1987-11-06,1.1440,1.7320
1987-11-13,1.1560,1.6750
1987-11-20,1.1450,1.6070
1987-11-27,1.1130,1.5510
1987-12-04,1.0660,1.5120
1987-12-11,1.0010,1.4680
1987-12-18,0.9240,1.4050
1987-12-25,0.8360,1.3060
1988-01-01,0.7410,1.1770
1988-01-08,0.6420,1.0340
1988-01-15,0.5460,0.8990
1988-01-22,0.4520,0.7770
1988-01-29,0.3640,0.6690
1988-02-05,0.2850,0.5710
1988-02-12,0.2200,0.4780
1988-02-19,0.1700,0.3970
1988-02-26,0.1340,0.3330
1988-03-04,0.1140,0.2970
1988-03-11,0.1090,0.2910
1988-03-18,0.1160,0.3150
1988-03-25,0.1330,0.3530
1988-04-01,0.1580,0.4010
1988-04-08,0.1860,0.4480
1988-04-15,0.2120,0.4890
1988-04-22,0.2340,0.5230
1988-04-29,0.2480,0.5470
1988-05-06,0.2550,0.5590
1988-05-13,0.2570,0.5610
1988-05-20,0.2570,0.5540
1988-05-27,0.2560,0.5430
1988-06-03,0.2590,0.5390
1988-06-10,0.2670,0.5470
1988-06-17,0.2820,0.5680
1988-06-24,0.3040,0.6020
1988-07-01,0.3320,0.6420
1988-07-08,0.3620,0.6810
1988-07-15,0.3910,0.7140
1988-07-22,0.4160,0.7410
1988-07-29,0.4320,0.7560
1988-08-05,0.4390,0.7580
1988-08-12,0.4360,0.7410
1988-08-19,0.4220,0.7010
1988-08-26,0.4000,0.6370
1988-09-02,0.3710,0.5570
1988-09-09,0.3390,0.4730
1988-09-16,0.3070,0.3990
1988-09-23,0.2790,0.3430
1988-09-30,0.2540,0.3030
1988-10-07,0.2330,0.2740
1988-10-14,0.2150,0.2470
1988-10-21,0.1990,0.2170
1988-10-28,0.1870,0.1880
1988-11-04,0.1760,0.1650
1988-11-11,0.1680,0.1530
1988-11-18,0.1620,0.1530
1988-11-25,0.1570,0.1590
1988-12-02,0.1530,0.1650
1988-12-09,0.1500,0.1660
1988-12-16,0.1470,0.1620
1988-12-23,0.1450,0.1580
1988-12-30,0.1430,0.1570
1989-01-06,0.1450,0.1620
1989-01-13,0.1520,0.1720
1989-01-20,0.1650,0.1860
1989-01-27,0.1880,0.2090
1989-02-03,0.2240,0.2490
1989-02-10,0.2740,0.3160
1989-02-17,0.3370,0.4160
1989-02-24,0.4090,0.5460
1989-03-03,0.4860,0.6930
1989-03-10,0.5610,0.8370
1989-03-17,0.6290,0.9600
1989-03-24,0.6830,1.0480
1989-03-31,0.7160,1.0950
1989-04-07,0.7260,1.1030
1989-04-14,0.7120,1.0760
1989-04-21,0.6740,1.0150
1989-04-28,0.6200,0.9270
1989-05-05,0.5550,0.8130
1989-05-12,0.4860,0.6870
1989-05-19,0.4210,0.5630
1989-05-26,0.3660,0.4610
1989-06-02,0.3240,0.3960
1989-06-09,0.2960,0.3720
1989-06-16,0.2790,0.3780
1989-06-23,0.2690,0.3940
1989-06-30,0.2600,0.3980
1989-07-07,0.2500,0.3770
1989-07-14,0.2360,0.3270
1989-07-21,0.2220,0.2640
1989-07-28,0.2100,0.2080
1989-08-04,0.2030,0.1760
1989-08-11,0.2060,0.1800
1989-08-18,0.2180,0.2200
1989-08-25,0.2400,0.2870
1989-09-01,0.2710,0.3710
1989-09-08,0.3060,0.4620
1989-09-15,0.3400,0.5490
1989-09-22,0.3670,0.6220
1989-09-29,0.3830,0.6750
1989-10-06,0.3860,0.6970
1989-10-13,0.3730,0.6810
1989-10-20,0.3450,0.6320
1989-10-27,0.3040,0.5570
1989-11-03,0.2540,0.4680
1989-11-10,0.2010,0.3830
1989-11-17,0.1490,0.3090
1989-11-24,0.1030,0.2520
1989-12-01,0.0660,0.2120
1989-12-08,0.0400,0.1820
1989-12-15,0.0260,0.1610
1989-12-22,0.0220,0.1480
1989-12-29,0.0260,0.1400
1990-01-05,0.0350,0.1390
1990-01-12,0.0460,0.1380
1990-01-19,0.0560,0.1320
1990-01-26,0.0630,0.1170
1990-02-02,0.0640,0.0880
1990-02-09,0.0620,0.0470
1990-02-16,0.0560,0.0010
1990-02-23,0.0500,-0.0430
1990-03-02,0.0450,-0.0780
1990-03-09,0.0450,-0.1040
1990-03-16,0.0510,-0.1150
1990-03-23,0.0620,-0.1130
1990-03-30,0.0770,-0.0990
1990-04-06,0.0940,-0.0720
1990-04-13,0.1060,-0.0390
1990-04-20,0.1130,-0.0060
1990-04-27,0.1100,0.0160
1990-05-04,0.0960,0.0170
1990-05-11,0.0700,-0.0080
1990-05-18,0.0350,-0.0540
1990-05-25,-0.0060,-0.1130
1990-06-01,-0.0490,-0.1720
1990-06-08,-0.0890,-0.2190
1990-06-15,-0.1220,-0.2500
1990-06-22,-0.1450,-0.2670
1990-06-29,-0.1550,-0.2700
1990-07-06,-0.1520,-0.2610
1990-07-13,-0.1360,-0.2380
1990-07-20,-0.1090,-0.1960
1990-07-27,-0.0720,-0.1370
1990-08-03,-0.0270,-0.0650
1990-08-10,0.0230,0.0100
1990-08-17,0.0770,0.0790
1990-08-24,0.1320,0.1430
1990-08-31,0.1870,0.2060
1990-09-07,0.2410,0.2770
1990-09-14,0.2920,0.3600
1990-09-21,0.3400,0.4510
1990-09-28,0.3830,0.5390
1990-10-05,0.4150,0.6020
1990-10-12,0.4390,0.6320
1990-10-19,0.4530,0.6310
1990-10-26,0.4580,0.6070
1990-11-02,0.4590,0.5790
1990-11-09,0.4580,0.5580
1990-11-16,0.4590,0.5500
1990-11-23,0.4630,0.5540
1990-11-30,0.4740,0.5720
1990-12-07,0.4870,0.5980
1990-12-14,0.5020,0.6350
1990-12-21,0.5160,0.6870
1990-12-28,0.5230,0.7370
1991-01-04,0.5140,0.7640
1991-01-11,0.4920,0.7580
1991-01-18,0.4520,0.7010
1991-01-25,0.3920,0.5930
1991-02-01,0.3230,0.4610
1991-02-08,0.2480,0.3270
1991-02-15,0.1720,0.2150
1991-02-22,0.1010,0.1340
1991-03-01,0.0360,0.0780
1991-03-08,-0.0210,0.0350
1991-03-15,-0.0710,-0.0050
1991-03-22,-0.1140,-0.0480
1991-03-29,-0.1490,-0.0890
1991-04-05,-0.1790,-0.1220
1991-04-12,-0.2020,-0.1410
1991-04-19,-0.2210,-0.1510
1991-04-26,-0.2350,-0.1530
1991-05-03,-0.2430,-0.1550
1991-05-10,-0.2470,-0.1570
1991-05-17,-0.2460,-0.1550
1991-05-24,-0.2420,-0.1470
1991-05-31,-0.2380,-0.1330
1991-06-07,-0.2360,-0.1170
1991-06-14,-0.2390,-0.1120
1991-06-21,-0.2500,-0.1280
1991-06-28,-0.2700,-0.1700
1991-07-05,-0.2990,-0.2370
1991-07-12,-0.3340,-0.3160
1991-07-19,-0.3730,-0.3950
1991-07-26,-0.4130,-0.4620
1991-08-02,-0.4500,-0.5120
1991-08-09,-0.4820,-0.5450
1991-08-16,-0.5070,-0.5660
1991-08-23,-0.5260,-0.5810
1991-08-30,-0.5390,-0.5940
1991-09-06,-0.5460,-0.6030
1991-09-13,-0.5520,-0.6080
1991-09-20,-0.5550,-0.6080
1991-09-27,-0.5590,-0.6040
1991-10-04,-0.5620,-0.6010
1991-10-11,-0.5660,-0.6020
1991-10-18,-0.5720,-0.6090
1991-10-25,-0.5790,-0.6200
1991-11-01,-0.5880,-0.6300
1991-11-08,-0.5970,-0.6370
1991-11-15,-0.6070,-0.6400
1991-11-22,-0.6160,-0.6430
1991-11-29,-0.6260,-0.6520
1991-12-06,-0.6360,-0.6700
1991-12-13,-0.6460,-0.6970
1991-12-20,-0.6540,-0.7230
1991-12-27,-0.6610,-0.7430
1992-01-03,-0.6630,-0.7500
1992-01-10,-0.6640,-0.7440
1992-01-17,-0.6620,-0.7300
1992-01-24,-0.6590,-0.7180
1992-01-31,-0.6560,-0.7130
1992-02-07,-0.6540,-0.7150
1992-02-14,-0.6530,-0.7220
1992-02-21,-0.6530,-0.7260
1992-02-28,-0.6540,-0.7270
1992-03-06,-0.6570,-0.7260
1992-03-13,-0.6620,-0.7260
1992-03-20,-0.6700,-0.7330
1992-03-27,-0.6820,-0.7500
1992-04-03,-0.6980,-0.7740
1992-04-10,-0.7170,-0.8020
1992-04-17,-0.7380,-0.8290
1992-04-24,-0.7600,-0.8540
1992-05-01,-0.7830,-0.8770
1992-05-08,-0.8040,-0.8970
1992-05-15,-0.8250,-0.9150
1992-05-22,-0.8430,-0.9300
1992-05-29,-0.8600,-0.9410
1992-06-05,-0.8750,-0.9470
1992-06-12,-0.8900,-0.9530
1992-06-19,-0.9030,-0.9610
1992-06-26,-0.9160,-0.9740
1992-07-03,-0.9260,-0.9900
1992-07-10,-0.9340,-1.0050
1992-07-17,-0.9380,-1.0160
1992-07-24,-0.9400,-1.0170
1992-07-31,-0.9380,-1.0090
1992-08-07,-0.9330,-0.9940
1992-08-14,-0.9250,-0.9780
1992-08-21,-0.9130,-0.9630
1992-08-28,-0.8980,-0.9490
1992-09-04,-0.8800,-0.9320
1992-09-11,-0.8580,-0.9090
1992-09-18,-0.8320,-0.8740
1992-09-25,-0.8030,-0.8300
1992-10-02,-0.7720,-0.7820
1992-10-09,-0.7420,-0.7370
1992-10-16,-0.7150,-0.6980
1992-10-23,-0.6930,-0.6680
1992-10-30,-0.6810,-0.6480
1992-11-06,-0.6800,-0.6400
1992-11-13,-0.6880,-0.6430
1992-11-20,-0.7060,-0.6650
1992-11-27,-0.7340,-0.7080
1992-12-04,-0.7690,-0.7720
1992-12-11,-0.8080,-0.8470
1992-12-18,-0.8460,-0.9220
1992-12-25,-0.8810,-0.9850
1993-01-01,-0.9090,-1.0300
1993-01-08,-0.9300,-1.0550
1993-01-15,-0.9450,-1.0660
1993-01-22,-0.9530,-1.0690
1993-01-29,-0.9570,-1.0670
1993-02-05,-0.9570,-1.0650
1993-02-12,-0.9560,-1.0610
1993-02-19,-0.9550,-1.0550
1993-02-26,-0.9550,-1.0490
1993-03-05,-0.9570,-1.0440
1993-03-12,-0.9610,-1.0410
1993-03-19,-0.9670,-1.0410
1993-03-26,-0.9740,-1.0400
1993-04-02,-0.9810,-1.0400
1993-04-09,-0.9870,-1.0390
1993-04-16,-0.9920,-1.0380
1993-04-23,-0.9930,-1.0390
1993-04-30,-0.9930,-1.0440
1993-05-07,-0.9900,-1.0490
1993-05-14,-0.9860,-1.0540
1993-05-21,-0.9830,-1.0570
1993-05-28,-0.9820,-1.0590
1993-06-04,-0.9850,-1.0630
1993-06-11,-0.9920,-1.0710
1993-06-18,-1.0050,-1.0860
1993-06-25,-1.0200,-1.1080
1993-07-02,-1.0370,-1.1310
1993-07-09,-1.0550,-1.1520
1993-07-16,-1.0700,-1.1660
1993-07-23,-1.0830,-1.1750
1993-07-30,-1.0910,-1.1790
1993-08-06,-1.0960,-1.1800
1993-08-13,-1.0970,-1.1820
1993-08-20,-1.0950,-1.1830
1993-08-27,-1.0900,-1.1810
1993-09-03,-1.0830,-1.1740
1993-09-10,-1.0740,-1.1600
1993-09-17,-1.0630,-1.1390
1993-09-24,-1.0500,-1.1160
1993-10-01,-1.0350,-1.0930
1993-10-08,-1.0190,-1.0730
1993-10-15,-1.0010,-1.0540
1993-10-22,-0.9830,-1.0340
1993-10-29,-0.9660,-1.0130
1993-11-05,-0.9510,-0.9940
1993-11-12,-0.9400,-0.9790
1993-11-19,-0.9350,-0.9750
1993-11-26,-0.9380,-0.9840
1993-12-03,-0.9460,-1.0050
1993-12-10,-0.9590,-1.0310
1993-12-17,-0.9750,-1.0560
1993-12-24,-0.9910,-1.0750
1993-12-31,-1.0040,-1.0850
1994-01-07,-1.0150,-1.0850
1994-01-14,-1.0200,-1.0790
1994-01-21,-1.0200,-1.0660
1994-01-28,-1.0130,-1.0500
1994-02-04,-0.9980,-1.0280
1994-02-11,-0.9770,-0.9970
1994-02-18,-0.9500,-0.9570
1994-02-25,-0.9200,-0.9100
1994-03-04,-0.8860,-0.8570
1994-03-11,-0.8520,-0.8040
1994-03-18,-0.8200,-0.7560
1994-03-25,-0.7900,-0.7160
1994-04-01,-0.7650,-0.6850
1994-04-08,-0.7450,-0.6620
1994-04-15,-0.7320,-0.6440
1994-04-22,-0.7230,-0.6300
1994-04-29,-0.7200,-0.6210
1994-05-06,-0.7180,-0.6140
1994-05-13,-0.7170,-0.6130
1994-05-20,-0.7180,-0.6170
1994-05-27,-0.7190,-0.6220
1994-06-03,-0.7180,-0.6200
1994-06-10,-0.7170,-0.6130
1994-06-17,-0.7150,-0.5980
1994-06-24,-0.7140,-0.5820
1994-07-01,-0.7160,-0.5730
1994-07-08,-0.7230,-0.5810
1994-07-15,-0.7350,-0.6040
1994-07-22,-0.7520,-0.6420
1994-07-29,-0.7700,-0.6850
1994-08-05,-0.7860,-0.7270
1994-08-12,-0.7990,-0.7630
1994-08-19,-0.8070,-0.7870
1994-08-26,-0.8060,-0.7950
1994-09-02,-0.7960,-0.7860
1994-09-09,-0.7780,-0.7570
1994-09-16,-0.7530,-0.7100
1994-09-23,-0.7240,-0.6520
1994-09-30,-0.6930,-0.5910
1994-10-07,-0.6650,-0.5400
1994-10-14,-0.6410,-0.5040
1994-10-21,-0.6200,-0.4830
1994-10-28,-0.6000,-0.4720
1994-11-04,-0.5790,-0.4650
1994-11-11,-0.5570,-0.4510
1994-11-18,-0.5310,-0.4260
1994-11-25,-0.5020,-0.3900
1994-12-02,-0.4710,-0.3460
1994-12-09,-0.4420,-0.2990
1994-12-16,-0.4190,-0.2590
1994-12-23,-0.4050,-0.2320
1994-12-30,-0.4030,-0.2260
1995-01-06,-0.4140,-0.2430
1995-01-13,-0.4370,-0.2830
1995-01-20,-0.4680,-0.3390
1995-01-27,-0.5040,-0.4030
1995-02-03,-0.5400,-0.4650
1995-02-10,-0.5730,-0.5160
1995-02-17,-0.6010,-0.5510
1995-02-24,-0.6210,-0.5690
1995-03-03,-0.6320,-0.5730
1995-03-10,-0.6370,-0.5670
1995-03-17,-0.6380,-0.5560
1995-03-24,-0.6370,-0.5450
1995-03-31,-0.6370,-0.5370
1995-04-07,-0.6390,-0.5350
1995-04-14,-0.6460,-0.5420
1995-04-21,-0.6560,-0.5600
1995-04-28,-0.6700,-0.5880
1995-05-05,-0.6830,-0.6220
1995-05-12,-0.6960,-0.6560
1995-05-19,-0.7050,-0.6820
1995-05-26,-0.7080,-0.6940
1995-06-02,-0.7050,-0.6890
1995-06-09,-0.6970,-0.6720
1995-06-16,-0.6870,-0.6480
1995-06-23,-0.6760,-0.6290
1995-06-30,-0.6680,-0.6170
1995-07-07,-0.6630,-0.6150
1995-07-14,-0.6640,-0.6230
1995-07-21,-0.6690,-0.6350
1995-07-28,-0.6760,-0.6480
1995-08-04,-0.6860,-0.6600
1995-08-11,-0.6950,-0.6700
1995-08-18,-0.7030,-0.6750
1995-08-25,-0.7080,-0.6750
1995-09-01,-0.7090,-0.6670
1995-09-08,-0.7070,-0.6520
1995-09-15,-0.7030,-0.6340
1995-09-22,-0.6980,-0.6160
1995-09-29,-0.6930,-0.6020
1995-10-06,-0.6920,-0.5980
1995-10-13,-0.6940,-0.6050
1995-10-20,-0.7010,-0.6200
1995-10-27,-0.7100,-0.6410
1995-11-03,-0.7210,-0.6670
1995-11-10,-0.7330,-0.6900
1995-11-17,-0.7420,-0.7070
1995-11-24,-0.7480,-0.7130
1995-12-01,-0.7490,-0.7070
1995-12-08,-0.7470,-0.6900
1995-12-15,-0.7430,-0.6630
1995-12-22,-0.7390,-0.6350
1995-12-29,-0.7400,-0.6160
1996-01-05,-0.7460,-0.6140
1996-01-12,-0.7560,-0.6300
1996-01-19,-0.7710,-0.6630
1996-01-26,-0.7890,-0.7060
1996-02-02,-0.8060,-0.7470
1996-02-09,-0.8170,-0.7750
1996-02-16,-0.8210,-0.7860
1996-02-23,-0.8170,-0.7790
1996-03-01,-0.8040,-0.7560
1996-03-08,-0.7840,-0.7250
1996-03-15,-0.7610,-0.6860
1996-03-22,-0.7370,-0.6470
1996-03-29,-0.7160,-0.6070
1996-04-05,-0.6990,-0.5710
1996-04-12,-0.6860,-0.5440
1996-04-19,-0.6810,-0.5320
1996-04-26,-0.6820,-0.5380
1996-05-03,-0.6880,-0.5600
1996-05-10,-0.6960,-0.5910
1996-05-17,-0.7050,-0.6230
1996-05-24,-0.7110,-0.6460
1996-05-31,-0.7140,-0.6570
1996-06-07,-0.7120,-0.6570
1996-06-14,-0.7080,-0.6480
1996-06-21,-0.7020,-0.6360
1996-06-28,-0.6980,-0.6260
1996-07-05,-0.6950,-0.6200
1996-07-12,-0.6960,-0.6190
1996-07-19,-0.7000,-0.6260
1996-07-26,-0.7080,-0.6380
1996-08-02,-0.7180,-0.6530
1996-08-09,-0.7290,-0.6690
1996-08-16,-0.7370,-0.6810
1996-08-23,-0.7410,-0.6830
1996-08-30,-0.7410,-0.6750
1996-09-06,-0.7380,-0.6580
1996-09-13,-0.7330,-0.6390
1996-09-20,-0.7290,-0.6230
1996-09-27,-0.7280,-0.6180
1996-10-04,-0.7320,-0.6290
1996-10-11,-0.7390,-0.6550
1996-10-18,-0.7500,-0.6920
1996-10-25,-0.7610,-0.7350
1996-11-01,-0.7720,-0.7750
1996-11-08,-0.7800,-0.8040
1996-11-15,-0.7820,-0.8140
1996-11-22,-0.7770,-0.8060
1996-11-29,-0.7670,-0.7820
1996-12-06,-0.7510,-0.7490
1996-12-13,-0.7330,-0.7150
1996-12-20,-0.7160,-0.6870
1996-12-27,-0.7020,-0.6690
1997-01-03,-0.6920,-0.6600
1997-01-10,-0.6880,-0.6580
1997-01-17,-0.6890,-0.6640
1997-01-24,-0.6960,-0.6770
1997-01-31,-0.7060,-0.6960
1997-02-07,-0.7160,-0.7170
1997-02-14,-0.7260,-0.7370
1997-02-21,-0.7320,-0.7470
1997-02-28,-0.7320,-0.7440
1997-03-07,-0.7270,-0.7260
1997-03-14,-0.7170,-0.6980
1997-03-21,-0.7030,-0.6640
1997-03-28,-0.6880,-0.6300
1997-04-04,-0.6710,-0.5980
1997-04-11,-0.6570,-0.5710
1997-04-18,-0.6450,-0.5460
1997-04-25,-0.6350,-0.5240
1997-05-02,-0.6290,-0.5060
1997-05-09,-0.6250,-0.4930
1997-05-16,-0.6240,-0.4860
1997-05-23,-0.6240,-0.4860
1997-05-30,-0.6240,-0.4910
1997-06-06,-0.6260,-0.5000
1997-06-13,-0.6290,-0.5110
1997-06-20,-0.6330,-0.5240
1997-06-27,-0.6370,-0.5390
1997-07-04,-0.6430,-0.5560
1997-07-11,-0.6480,-0.5740
1997-07-18,-0.6520,-0.5910
1997-07-25,-0.6550,-0.6020
1997-08-01,-0.6560,-0.6050
1997-08-08,-0.6560,-0.5980
1997-08-15,-0.6540,-0.5830
1997-08-22,-0.6500,-0.5630
1997-08-29,-0.6450,-0.5430
1997-09-05,-0.6390,-0.5240
1997-09-12,-0.6320,-0.5070
1997-09-19,-0.6230,-0.4880
1997-09-26,-0.6100,-0.4660
1997-10-03,-0.5950,-0.4430
1997-10-10,-0.5760,-0.4180
1997-10-17,-0.5550,-0.3980
1997-10-24,-0.5310,-0.3840
1997-10-31,-0.5090,-0.3790
1997-11-07,-0.4910,-0.3820
1997-11-14,-0.4770,-0.3890
1997-11-21,-0.4710,-0.3980
1997-11-28,-0.4700,-0.4090
1997-12-05,-0.4750,-0.4220
1997-12-12,-0.4830,-0.4330
1997-12-19,-0.4950,-0.4460
1997-12-26,-0.5110,-0.4570
1998-01-02,-0.5270,-0.4650
1998-01-09,-0.5440,-0.4700
1998-01-16,-0.5630,-0.4780
1998-01-23,-0.5810,-0.4900
1998-01-30,-0.5980,-0.5100
1998-02-06,-0.6130,-0.5350
1998-02-13,-0.6250,-0.5570
1998-02-20,-0.6340,-0.5720
1998-02-27,-0.6380,-0.5740
1998-03-06,-0.6380,-0.5640
1998-03-13,-0.6350,-0.5490
1998-03-20,-0.6310,-0.5370
1998-03-27,-0.6260,-0.5300
1998-04-03,-0.6200,-0.5290
1998-04-10,-0.6150,-0.5300
1998-04-17,-0.6090,-0.5290
1998-04-24,-0.6030,-0.5230
1998-05-01,-0.5970,-0.5140
1998-05-08,-0.5900,-0.5090
1998-05-15,-0.5830,-0.5080
1998-05-22,-0.5770,-0.5130
1998-05-29,-0.5690,-0.5140
1998-06-05,-0.5630,-0.5100
1998-06-12,-0.5580,-0.4960
1998-06-19,-0.5560,-0.4770
1998-06-26,-0.5540,-0.4610
1998-07-03,-0.5540,-0.4560
1998-07-10,-0.5510,-0.4640
1998-07-17,-0.5450,-0.4790
1998-07-24,-0.5310,-0.4860
1998-07-31,-0.5080,-0.4740
1998-08-07,-0.4740,-0.4350
1998-08-14,-0.4280,-0.3710
1998-08-21,-0.3730,-0.2930
1998-08-28,-0.3090,-0.2080
1998-09-04,-0.2420,-0.1230
1998-09-11,-0.1760,-0.0360
1998-09-18,-0.1140,0.0580
1998-09-25,-0.0590,0.1580
1998-10-02,-0.0150,0.2530
1998-10-09,0.0150,0.3250
1998-10-16,0.0280,0.3560
1998-10-23,0.0230,0.3390
1998-10-30,0.0050,0.2840
1998-11-06,-0.0220,0.2110
1998-11-13,-0.0500,0.1480
1998-11-20,-0.0800,0.1000
1998-11-27,-0.1070,0.0730
1998-12-04,-0.1290,0.0560
1998-12-11,-0.1480,0.0370
1998-12-18,-0.1670,0.0100
1998-12-25,-0.1850,-0.0230
1999-01-01,-0.2020,-0.0530
1999-01-08,-0.2170,-0.0740
1999-01-15,-0.2330,-0.0860
1999-01-22,-0.2500,-0.0950
1999-01-29,-0.2690,-0.1100
1999-02-05,-0.2890,-0.1330
1999-02-12,-0.3100,-0.1650
1999-02-19,-0.3320,-0.1980
1999-02-26,-0.3510,-0.2250
1999-03-05,-0.3680,-0.2400
1999-03-12,-0.3820,-0.2460
1999-03-19,-0.3940,-0.2430
1999-03-26,-0.4020,-0.2360
1999-04-02,-0.4090,-0.2300
1999-04-09,-0.4140,-0.2280
1999-04-16,-0.4180,-0.2320
1999-04-23,-0.4210,-0.2390
1999-04-30,-0.4230,-0.2500
1999-05-07,-0.4230,-0.2580
1999-05-14,-0.4190,-0.2580
1999-05-21,-0.4100,-0.2460
1999-05-28,-0.3980,-0.2230
1999-06-04,-0.3830,-0.1920
1999-06-11,-0.3650,-0.1590
1999-06-18,-0.3470,-0.1270
1999-06-25,-0.3270,-0.0990
1999-07-02,-0.3050,-0.0710
1999-07-09,-0.2810,-0.0390
1999-07-16,-0.2560,0.0020
1999-07-23,-0.2300,0.0480
1999-07-30,-0.2070,0.0930
1999-08-06,-0.1860,0.1350
1999-08-13,-0.1690,0.1660
1999-08-20,-0.1560,0.1850
1999-08-27,-0.1440,0.1960
1999-09-03,-0.1330,0.2080
1999-09-10,-0.1190,0.2270
1999-09-17,-0.1060,0.2530
1999-09-24,-0.0940,0.2840
1999-10-01,-0.0830,0.3170
1999-10-08,-0.0760,0.3430
1999-10-15,-0.0780,0.3490
1999-10-22,-0.0880,0.3330
1999-10-29,-0.1030,0.2970
1999-11-05,-0.1200,0.2510
1999-11-12,-0.1380,0.2060
1999-11-19,-0.1520,0.1720
1999-11-26,-0.1600,0.1610
1999-12-03,-0.1630,0.1690
1999-12-10,-0.1620,0.1840
1999-12-17,-0.1610,0.1930
1999-12-24,-0.1610,0.1890
1999-12-31,-0.1650,0.1710
2000-01-07,-0.1750,0.1420
2000-01-14,-0.1860,0.1130
2000-01-21,-0.1970,0.0930
2000-01-28,-0.2050,0.0830
2000-02-04,-0.2070,0.0790
2000-02-11,-0.2060,0.0770
2000-02-18,-0.1990,0.0780
2000-02-25,-0.1860,0.0860
2000-03-03,-0.1710,0.1050
2000-03-10,-0.1520,0.1380
2000-03-17,-0.1300,0.1780
2000-03-24,-0.1080,0.2140
2000-03-31,-0.0870,0.2360
2000-04-07,-0.0710,0.2370
2000-04-14,-0.0550,0.2320
2000-04-21,-0.0410,0.2310
2000-04-28,-0.0270,0.2470
2000-05-05,-0.0100,0.2840
2000-05-12,0.0060,0.3310
2000-05-19,0.0200,0.3780
2000-05-26,0.0320,0.4130
2000-06-02,0.0400,0.4300
2000-06-09,0.0410,0.4300
2000-06-16,0.0360,0.4210
2000-06-23,0.0240,0.4020
2000-06-30,0.0060,0.3740
2000-07-07,-0.0200,0.3310
2000-07-14,-0.0490,0.2750
2000-07-21,-0.0800,0.2110
2000-07-28,-0.1110,0.1460
2000-08-04,-0.1400,0.0930
2000-08-11,-0.1650,0.0590
2000-08-18,-0.1830,0.0440
2000-08-25,-0.1960,0.0430
2000-09-01,-0.2030,0.0440
2000-09-08,-0.2050,0.0460
2000-09-15,-0.2040,0.0450
2000-09-22,-0.1990,0.0440
2000-09-29,-0.1930,0.0460
2000-10-06,-0.1860,0.0510
2000-10-13,-0.1780,0.0560
2000-10-20,-0.1710,0.0520
2000-10-27,-0.1640,0.0400
2000-11-03,-0.1530,0.0270
2000-11-10,-0.1390,0.0200
2000-11-17,-0.1210,0.0280
2000-11-24,-0.1000,0.0540
2000-12-01,-0.0790,0.0930
2000-12-08,-0.0630,0.1300
2000-12-15,-0.0570,0.1520
2000-12-22,-0.0620,0.1510
2000-12-29,-0.0820,0.1230
2001-01-05,-0.1110,0.0790
2001-01-12,-0.1470,0.0290
2001-01-19,-0.1840,-0.0190
2001-01-26,-0.2170,-0.0580
2001-02-02,-0.2450,-0.0900
2001-02-09,-0.2630,-0.1170
2001-02-16,-0.2730,-0.1390
2001-02-23,-0.2720,-0.1540
2001-03-02,-0.2660,-0.1620
2001-03-09,-0.2570,-0.1610
2001-03-16,-0.2480,-0.1520
2001-03-23,-0.2440,-0.1440
2001-03-30,-0.2470,-0.1470
2001-04-06,-0.2570,-0.1640
2001-04-13,-0.2760,-0.1980
2001-04-20,-0.3010,-0.2420
2001-04-27,-0.3280,-0.2850
2001-05-04,-0.3560,-0.3230
2001-05-11,-0.3820,-0.3510
2001-05-18,-0.4030,-0.3700
2001-05-25,-0.4190,-0.3870
2001-06-01,-0.4310,-0.4070
2001-06-08,-0.4390,-0.4300
2001-06-15,-0.4460,-0.4520
2001-06-22,-0.4520,-0.4700
2001-06-29,-0.4590,-0.4810
2001-07-06,-0.4680,-0.4880
2001-07-13,-0.4790,-0.4950
2001-07-20,-0.4890,-0.5070
2001-07-27,-0.4990,-0.5260
2001-08-03,-0.5030,-0.5450
2001-08-10,-0.4980,-0.5520
2001-08-17,-0.4840,-0.5410
2001-08-24,-0.4600,-0.5080
2001-08-31,-0.4290,-0.4600
2001-09-07,-0.3950,-0.4080
2001-09-14,-0.3640,-0.3620
2001-09-21,-0.3410,-0.3350
2001-09-28,-0.3340,-0.3320
2001-10-05,-0.3360,-0.3390
2001-10-12,-0.3470,-0.3560
